@relation marketing_training_predicted

@attribute custAge numeric
@attribute profession {admin.,blue-collar,technician,management,services,unemployed,housemaid,unknown,self-employed,retired,student,entrepreneur}
@attribute marital {single,married,divorced,unknown}
@attribute schooling {university.degree,high.school,basic.4y,basic.9y,professional.course,basic.6y,unknown,illiterate}
@attribute default {unknown,no,yes}
@attribute housing {no,yes,unknown}
@attribute loan {no,yes,unknown}
@attribute contact {cellular,telephone}
@attribute month {nov,jul,may,aug,apr,jun,mar,oct,sep,dec}
@attribute day_of_week {mon,wed,tue,fri,thu}
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {nonexistent,failure,success}
@attribute emp.var.rate numeric
@attribute cons.price.idx numeric
@attribute cons.conf.idx numeric
@attribute euribor3m numeric
@attribute nr.employed numeric
@attribute pmonths numeric
@attribute pastEmail numeric
@attribute 'prediction margin' numeric
@attribute 'predicted responded' {no,yes}
@attribute responded {no,yes}

@data
42,admin.,married,university.degree,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,0.910299,no,no
?,admin.,married,university.degree,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.85404,no,no
57,management,married,?,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.874858,no,no
57,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,0.933734,no,no
27,admin.,single,professional.course,no,yes,yes,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999,0,0.883274,no,no
31,services,single,high.school,no,no,yes,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,0.804246,no,no
31,admin.,divorced,university.degree,no,no,yes,cellular,aug,?,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.921301,no,no
?,technician,married,?,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.935004,no,no
29,admin.,married,university.degree,no,yes,no,cellular,dec,mon,2,999,1,failure,-3,92.713,-33,0.709,5023.5,999,0,0.209711,no,no
?,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999,0,0.910415,no,no
?,technician,single,high.school,no,yes,yes,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0.928364,no,no
29,entrepreneur,married,professional.course,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,0.806706,no,no
39,services,single,?,unknown,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,0.929712,no,no
32,admin.,single,university.degree,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.899586,no,no
40,blue-collar,married,?,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,0.417769,no,no
?,admin.,single,basic.6y,no,yes,no,telephone,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,999,0,0.922033,no,no
?,unemployed,married,?,no,yes,no,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,999,3,0.961724,no,no
29,admin.,single,university.degree,no,no,no,cellular,may,wed,2,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1,999,2,0.853066,no,no
35,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.93804,no,no
?,blue-collar,married,professional.course,no,no,no,cellular,may,thu,2,999,2,failure,-1.8,92.893,-46.2,1.327,5099.1,999,2,0.870072,no,no
31,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.889408,no,no
33,services,married,basic.4y,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0.944747,no,no
48,technician,single,high.school,no,no,yes,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.901836,no,no
55,technician,single,professional.course,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,0.911968,no,no
30,technician,single,?,unknown,no,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.943395,no,no
29,management,single,basic.9y,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,0.859149,no,no
46,management,divorced,?,no,yes,no,cellular,nov,wed,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,999,3,0.947423,no,no
?,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri,15,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.94427,no,no
51,admin.,married,high.school,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,0.907736,no,no
?,technician,single,professional.course,no,no,no,cellular,aug,?,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.927518,no,no
?,management,married,university.degree,unknown,yes,no,telephone,may,?,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.946514,no,no
42,management,married,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,0.902772,no,no
?,technician,single,professional.course,no,yes,no,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,0.964045,no,no
49,admin.,married,?,unknown,no,yes,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,0.946698,no,no
?,admin.,married,high.school,no,yes,no,cellular,nov,?,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,0.914834,no,no
55,entrepreneur,divorced,?,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.787867,no,no
37,blue-collar,married,high.school,unknown,no,no,cellular,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0,0.890381,no,no
47,housemaid,married,?,unknown,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.945107,no,no
59,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,?,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0.938772,no,no
51,services,married,high.school,no,unknown,unknown,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999,0,0.935583,no,no
29,services,single,high.school,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,0.89908,no,no
?,technician,married,professional.course,unknown,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,0.92895,no,no
30,admin.,married,high.school,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.871139,no,no
37,admin.,married,?,no,yes,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.931908,no,no
52,admin.,divorced,university.degree,unknown,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.894011,no,no
22,student,single,high.school,no,no,no,cellular,may,tue,2,999,2,failure,-1.8,92.893,-46.2,1.266,5099.1,999,2,0.783376,no,no
34,technician,divorced,?,no,yes,yes,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,0.804533,no,no
31,technician,married,high.school,unknown,no,no,telephone,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,0.942735,no,no
44,unemployed,married,?,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.903657,no,no
47,services,married,high.school,no,yes,yes,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,999,3,0.926979,no,no
31,blue-collar,married,basic.6y,no,yes,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.830851,no,no
?,services,married,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.920208,no,no
36,admin.,married,?,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.915529,no,no
38,technician,divorced,high.school,unknown,no,no,cellular,aug,?,9,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.958919,no,no
?,management,single,?,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,0.88997,no,no
36,unemployed,married,basic.4y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.942604,no,no
41,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,0.928111,no,no
30,blue-collar,single,unknown,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.857149,no,no
33,technician,single,professional.course,no,no,no,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,999,6,0.910491,no,no
?,services,married,?,unknown,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,0.927395,no,no
?,technician,married,?,no,unknown,unknown,cellular,aug,?,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999,0,0.948843,no,no
27,technician,married,?,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.918855,no,no
24,technician,single,professional.course,no,no,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,999,0,0.413175,no,no
53,management,married,basic.6y,unknown,yes,no,telephone,jun,wed,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,0.912247,no,no
33,admin.,married,?,no,no,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0.907878,no,no
31,technician,married,university.degree,no,no,no,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,0.909943,no,no
54,blue-collar,divorced,basic.4y,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0.930054,no,no
?,blue-collar,married,high.school,no,yes,yes,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,0.918865,no,no
47,admin.,married,high.school,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,0.919578,no,no
?,student,divorced,unknown,no,no,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,0.470431,no,no
57,admin.,divorced,basic.9y,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.927183,no,no
27,admin.,single,university.degree,no,no,no,telephone,jun,wed,7,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,0.875214,no,no
32,admin.,married,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,0.850198,no,no
?,services,divorced,?,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,0.907088,no,no
30,blue-collar,single,?,unknown,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.874826,no,no
26,admin.,single,?,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,0.923589,no,no
?,admin.,divorced,high.school,no,no,no,telephone,may,?,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.928156,no,no
36,technician,single,?,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.932607,no,no
28,blue-collar,single,high.school,no,no,no,cellular,jul,?,3,999,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,999,0,-0.168533,yes,no
33,admin.,married,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.905375,no,no
?,blue-collar,single,?,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,999,0,0.436045,no,no
39,admin.,married,?,no,yes,yes,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.921997,no,no
53,entrepreneur,married,university.degree,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,0.883041,no,no
49,blue-collar,married,basic.6y,no,yes,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.889332,no,no
32,services,married,?,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,0.777849,no,no
45,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0.912537,no,no
?,technician,married,professional.course,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.906502,no,no
47,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.927148,no,no
?,blue-collar,married,?,no,yes,no,telephone,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.942656,no,no
34,technician,married,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.920475,no,no
38,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,?,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,0.77007,no,no
38,technician,married,university.degree,unknown,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.951977,no,no
35,technician,single,professional.course,no,yes,no,cellular,aug,?,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0.923566,no,no
?,technician,divorced,?,no,no,yes,cellular,jul,fri,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.907393,no,no
?,admin.,married,university.degree,unknown,no,no,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,999,1,0.917779,no,no
34,technician,married,university.degree,no,no,no,cellular,nov,thu,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,999,1,0.960286,no,no
47,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0.920582,no,no
47,management,married,high.school,no,unknown,unknown,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,1,0.789144,no,no
?,management,married,high.school,unknown,no,no,cellular,may,mon,5,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,4,0.936347,no,no
34,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.919925,no,no
32,management,single,university.degree,no,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50,1.687,5099.1,999,0,0.103524,no,no
30,admin.,married,university.degree,no,no,yes,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.924605,no,no
39,admin.,married,university.degree,no,yes,no,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.909365,no,no
31,admin.,married,university.degree,no,unknown,unknown,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,0.913996,no,no
41,services,married,?,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.929234,no,no
39,admin.,married,high.school,no,yes,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.898583,no,no
24,services,single,?,no,yes,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,0.780946,no,no
37,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.871432,no,no
?,retired,divorced,university.degree,no,yes,no,cellular,aug,?,5,999,1,failure,-2.9,92.201,-31.4,0.834,5076.2,999,4,0.636434,no,no
?,technician,married,?,no,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.944167,no,no
26,blue-collar,married,?,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.912033,no,no
53,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.942909,no,no
59,retired,married,?,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.860635,no,no
31,admin.,single,university.degree,no,no,no,cellular,nov,fri,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8,999,2,0.944315,no,no
54,blue-collar,divorced,?,unknown,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.893144,no,no
45,blue-collar,married,?,no,no,no,cellular,apr,?,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,0.503878,no,no
?,management,married,university.degree,no,yes,no,telephone,nov,tue,4,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,0.965507,no,no
41,technician,married,?,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999,0,0.933887,no,no
?,admin.,married,?,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.921649,no,no
37,blue-collar,single,?,unknown,unknown,unknown,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0.920267,no,no
41,technician,married,professional.course,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.955125,no,no
45,blue-collar,married,basic.6y,no,no,yes,cellular,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,0.853076,no,no
20,student,single,high.school,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,0.764775,no,no
31,technician,married,?,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,0.917244,no,no
27,blue-collar,married,unknown,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.858123,no,no
57,management,married,?,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.871074,no,no
41,technician,married,professional.course,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.931183,no,no
?,admin.,married,university.degree,unknown,no,no,telephone,jun,wed,11,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,0.930369,no,no
40,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.894503,no,no
58,technician,divorced,?,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,0.916193,no,no
49,blue-collar,married,?,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0.930203,no,no
27,entrepreneur,single,university.degree,no,no,no,cellular,jun,thu,2,999,1,failure,-2.9,92.963,-40.8,1.235,5076.2,999,0,0.403495,no,no
31,entrepreneur,married,?,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0.849942,no,no
45,services,married,high.school,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.884399,no,no
36,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.931632,no,no
46,admin.,divorced,?,unknown,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.944723,no,no
31,admin.,divorced,?,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,0.89279,no,no
46,self-employed,married,?,no,no,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,999,3,0.966275,no,no
?,technician,single,professional.course,no,yes,yes,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,0.626926,no,no
39,admin.,married,high.school,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.946524,no,no
35,management,married,high.school,no,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0.894891,no,no
32,technician,divorced,professional.course,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0.904329,no,no
46,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999,0,0.919089,no,no
46,admin.,divorced,?,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.884761,no,no
37,admin.,married,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,0.905885,no,no
28,services,married,unknown,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,0.887443,no,no
30,management,single,university.degree,no,no,yes,telephone,jul,mon,11,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,0.964972,no,no
?,admin.,single,university.degree,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999,0,0.905672,no,no
31,blue-collar,single,basic.9y,no,no,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,0.925662,no,no
?,services,married,professional.course,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0.945542,no,no
?,admin.,married,university.degree,no,no,yes,cellular,aug,?,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.929776,no,no
?,admin.,single,?,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.841881,no,no
?,technician,single,?,unknown,no,no,cellular,aug,tue,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0.950223,no,no
32,unemployed,divorced,basic.4y,no,no,yes,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,0.935209,no,no
35,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,0.893557,no,no
?,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.83765,no,no
?,admin.,married,university.degree,no,yes,no,telephone,may,?,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.924388,no,no
29,services,single,professional.course,no,no,yes,telephone,may,?,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.938659,no,no
?,admin.,married,university.degree,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.89887,no,no
?,management,married,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,0.907669,no,no
50,blue-collar,married,professional.course,no,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,999,2,0.858743,no,no
52,entrepreneur,single,?,no,yes,no,cellular,may,thu,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,0.695527,no,no
40,technician,married,?,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.934998,no,no
44,technician,single,basic.6y,unknown,no,no,telephone,jun,fri,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.928182,no,no
?,admin.,married,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0.911504,no,no
40,technician,single,?,no,no,no,telephone,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,999,0,0.892627,no,no
35,services,single,basic.9y,no,no,no,cellular,jul,fri,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.887414,no,no
46,blue-collar,married,?,unknown,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,0.875078,no,no
?,technician,married,high.school,no,no,no,cellular,jul,?,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.898927,no,no
32,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,9,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,0.928445,no,no
39,self-employed,married,university.degree,unknown,yes,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,0.943498,no,no
